analysis_run_id,taskset_id,task_id,analysis_method_role,variant,window_mode,carry_in_mode,priority_rank,C_i,T_i,D_i,P_hat_i_raw,task_solver_status,task_certification_status,task_failure_reason_code,w_values_checked,h_values_checked,q_values_checked,full_w_scan_conformance,full_h_scan_conformance,full_q_scan_conformance,envelope_call_count,energy_numeric_mode,dominance_invariant_status,task_result_hash,task_failure_detail,P_hat_i_scaled,P_hat_i_rounding,candidate_response_time,source_analysis_run_id,carry_in_vector_hash,carry_in_source_variant,carry_in_source_certification_status,fixed_carry_in_corollary_status,dependency_vector_check_status,dependency_input_failure_mask,closing_w,witness_h,critical_q,minimum_energy_slack,processor_delay_Dp
aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,v93-u0-e0-t00-ba6fa39928a7,8,MAIN_METHOD,CW-Theta^cw,complete,cw_candidate,8,7,114,114,279/500000,NOT_EVALUATED_AFTER_PREFIX_FAILURE,NOT_APPLICABLE,UPSTREAM_PREFIX_FAILURE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_CHECKED,ed3899e166158df6f594bdd3de1e51ae35e22154679cc34f7957f4e1ccde887d,,,,,,,,,,,,,,,,
aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,v93-u0-e0-t00-ba6fa39928a7,9,MAIN_METHOD,CW-Theta^cw,complete,cw_candidate,9,34,123,123,9300000000000001/200000000000000000000,NOT_EVALUATED_AFTER_PREFIX_FAILURE,NOT_APPLICABLE,UPSTREAM_PREFIX_FAILURE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_CHECKED,3f1f0b148cf13a0cab46d6627ec6e4d668ff7afdc60f3c645ec788fd4b4c8f3f,,,,,,,,,,,,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,0,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,0,7,47,47,9300000000000001/200000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,02ecf607ae88ede48228faa853fc2661a643097caacc9b4e281d394c669de13d,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,be215a4c0cc16c49bd68e1f8c8ad1df7471184742ffad84ecbd3433b158ea07a,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,1,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,1,9,54,54,9300000000000001/200000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,75ea0d01f4bdeb9c602f0ade1c24363f5062460d8c396c7cfefa0cdeb89d29e2,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,95350da0f04becffde1b8915b80b710acf7e847c941c91d2d4ab46a7be0b9704,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,2,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,2,1,58,58,9300000000000001/200000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,670daee094fa7a7c5cec0f5b966682a92af94f02bafd735d552d051b5adf7105,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,fa3bb70314ccc7529ed18f9dc7b2f719bf5775002cc6f40309e84ec66b249ceb,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,3,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,3,1,59,59,9300000000000001/25000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,2f24a21582344f0ed110fc5273f1a62badba85125de5db27b5ee640310217913,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,83d9446d282038506435fb0701a2032d8ecc856f4963d27c76410a146a1f7255,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,4,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,4,6,72,72,279/500000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,4d0c3289154a4df8e94769c5cfd97c30c38d0d262335942725dec6c2d3454597,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,5e4734cf3f6f678937694a34c4f306b86b262e8c8ade948c66244dc3f86130d0,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,5,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,5,1,81,81,279/500000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,3213be083a7dbc385c5baaffdbb50861c186300c8e990f0bc1416fcd813f6221,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,a7732c7d4d1048350c1dc76cadce3208b86aa477be6e8df6ecb729be5ca05387,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,6,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,6,1,110,110,9300000000000001/25000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,91c2cd65987cf0fed06a8d22224742cbc878411c97a272c7fa1d8d3eda19dfa5,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,9f003f4e31c865932dafbe846bdc795cc3ece9f587fe8774a8b974df7bd05613,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,7,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,7,1,114,114,9300000000000001/200000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,107db6a98c7ea38414aa3b6d051602cdefbc21755de61231afd11f6a5f880cca,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,55ab875b7aee91704df514a3cb912ba2f62f3e2a01997de37899f61a1be73673,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,8,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,8,7,114,114,279/500000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,bfbe172ba4b80215a1765d0b6a78edb97b581647a4cb676dc8e0b630a7ae1a88,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,667db78745d5cd78aaae7ee4754c000fe339bfc24b0406a27e6663b397d5d776,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
39ab14e2b0dafdfd47dd4752bad8936394e42ec35d0a45d2ee17dc164e1dacfc,v93-u0-e0-t00-ba6fa39928a7,9,AUXILIARY_ABLATION,LOC-Theta^cw,local,cw_candidate,9,34,123,123,9300000000000001/200000000000000000000,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,DEPENDENCY_NOT_APPLICABLE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_APPLICABLE,b152b8a77659acc1cdd0b804cd2027b5292e621857b2feb2127dd2c30354367e,,,,,aebfab7cf4449fe1571132288d5d6f5a55b47f6297c8a21ea62616617a3cf662,14b8ef73657755cd4e6252cb1cf18ed1856765bc60fde36b1d7c70d7623f150f,CW-Theta^cw,NOT_CERTIFIED,ACTIVE,INVALID,DEPENDENCY_CERTIFICATION_MISMATCH,,,,,
ffc26672fee8bfa9aef129ad0cafc88321c1e178aa4d0d6f643130022d34a984,v93-u0-e0-t00-ba6fa39928a7,0,MAIN_METHOD,LOC-Theta^loc,local,loc_candidate,0,7,47,47,9300000000000001/200000000000000000000,NO_CANDIDATE,NOT_CERTIFIED,NO_CANDIDATE,41,861,861,true,true,true,861,EXACT_RATIONAL,NOT_CHECKED,178103f9a9b0f24a769f2b0fd23c518c86a59af5f37659cc0012889710ddc8a3,closure exhausted through task deadline,,,,,,,,,,,,,,,
ffc26672fee8bfa9aef129ad0cafc88321c1e178aa4d0d6f643130022d34a984,v93-u0-e0-t00-ba6fa39928a7,1,MAIN_METHOD,LOC-Theta^loc,local,loc_candidate,1,9,54,54,9300000000000001/200000000000000000000,NOT_EVALUATED_AFTER_PREFIX_FAILURE,NOT_APPLICABLE,UPSTREAM_PREFIX_FAILURE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_CHECKED,3da8d048a9f69b26096e76dd42ae485fd4444f2007eef754889a26d8f986b35b,,,,,,,,,,,,,,,,
ffc26672fee8bfa9aef129ad0cafc88321c1e178aa4d0d6f643130022d34a984,v93-u0-e0-t00-ba6fa39928a7,2,MAIN_METHOD,LOC-Theta^loc,local,loc_candidate,2,1,58,58,9300000000000001/200000000000000000000,NOT_EVALUATED_AFTER_PREFIX_FAILURE,NOT_APPLICABLE,UPSTREAM_PREFIX_FAILURE,0,0,0,true,true,true,0,EXACT_RATIONAL,NOT_CHECKED,67c88a1c4833ae8b125ac3f7db5e6cbc11294b69c59eb63d2adc458e4d41179d,,,,,,,,,,,,,,,,
